"Description","Latitude","Longitude","Title","Group","TabTitle","Location","Icon","Shadow","DateOpened","TimeOpened","DateClosed","TimeClosed","Status","Crime","CaseNumber","CrimeClassification","IncidentNumber"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2500 Block of 5TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/28/2020 at 1350<br><b>Case #:</b> 20-3221<br><b>Incident #:</b> 2007280082<br><br>","38.5509271","-121.7211935","Petty Theft $950-  Misd","LARCENY","Theft","2500 Block of 5TH ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/28/2020 12:00:00 AM","","","","","488 PC","20-3221","Misdemeanor","2007280082"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2600 Block of 5TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/6/2020 at 0000<br><b>Case #:</b> 20-3599<br><b>Incident #:</b> 2008150064<br><br>","38.5512089","-121.7191331","Petty Theft $950-  Misd","LARCENY","Theft","2600 Block of 5TH ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/6/2020 12:00:00 AM","","","","","488 PC","20-3599","Misdemeanor","2008150064"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 3000 Block of 5TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/10/2020 at 1530<br><b>Case #:</b> 20-2962<br><b>Incident #:</b> 2007130078<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 3000 Block of 5TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/31/2020 at 0000<br><b>Case #:</b> 20-3408<br><b>Incident #:</b> 2008090053<br><br>","38.5537079","-121.7119791","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","3000 Block of 5TH ST","/images/icons/red/blank.png","shadow.png","8/9/2020 12:00:00 AM","","","","","459 PC","20-2962","Felony","2007130078"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 900 Block of ACACIA LN<br><b>City:</b> Davis<br><b>Occurred:</b> 7/16/2020 at 2125<br><b>Case #:</b> 20-3110<br><b>Incident #:</b> 2007220081<br><br>","38.5510942","-121.7666563","Petty Theft $950-  Misd","LARCENY","Theft","900 Block of ACACIA LN","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/22/2020 12:00:00 AM","","","","","488 PC","20-3110","Misdemeanor","2007220081"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of ADAMS ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/13/2020 at 1000<br><b>Case #:</b> 20-2967<br><b>Incident #:</b> 2007130108<br><br>","38.5485447","-121.7704154","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","600 Block of ADAMS ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/13/2020 12:00:00 AM","","","","","487(A) PC","20-2967","Felony","2007130108"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 700 Block of ADAMS ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/19/2020 at 0740<br><b>Case #:</b> 20-3096<br><b>Incident #:</b> 2007210074<br><br>","38.5498396","-121.768835","Burglary (Residential)","BURGLARY","Burglary","700 Block of ADAMS ST","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","7/21/2020 12:00:00 AM","","","","","459 PC","20-3096","Felony","2007210074"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1400 Block of ALDER PL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/24/2020 at 2300<br><b>Case #:</b> 20-3187<br><b>Incident #:</b> 2007270029<br><br>","38.5588624","-121.7247047","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","1400 Block of ALDER PL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/27/2020 12:00:00 AM","","","","","487(A) PC","20-3187","Felony","2007270029"
"<hr><b><big>Battery with GBI</big></b><hr><b>Crime:</b> 243(D) PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4500 Block of ALHAMBRA DR<br><b>City:</b> Davis<br><b>Occurred:</b> 8/1/2020 at 0237<br><b>Case #:</b> 20-3280<br><b>Incident #:</b> 2008010010<br><br>","38.5580949","-121.6971447","Battery With GBI","ASSAULT","Assault","4500 Block of ALHAMBRA DR","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","8/1/2020 12:00:00 AM","","","","","243(D) PC","20-3280","Felony","2008010010"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 500 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/29/2020 at 2330<br><b>Case #:</b> 20-3265<br><b>Incident #:</b> 2007310019<br><br>","38.5617803","-121.7504143","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","500 Block of ALVARADO AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/31/2020 12:00:00 AM","","","","","487(A) PC","20-3265","Felony","2007310019"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 600 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/14/2020 at 1649<br><b>Case #:</b> 20-2986<br><b>Incident #:</b> 2007140077<br><br>","38.5613378","-121.7538536","Petty Theft $950-  Misd","LARCENY","Theft","600 Block of ALVARADO AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/14/2020 12:00:00 AM","","","","","488 PC","20-2986","Misdemeanor","2007140077"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/28/2020 at 0224<br><b>Case #:</b> 20-3213<br><b>Incident #:</b> 2007280008<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/29/2020 at 2200<br><b>Case #:</b> 20-3256<br><b>Incident #:</b> 2007300103<br><br>","38.5613075","-121.753803","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","600 Block of ALVARADO AV","/images/icons/red/blank.png","shadow.png","7/30/2020 12:00:00 AM","","","","","487(A) PC","20-3213","Felony","2007280008"
"<div class='MapInfoTitle'>4 Crimes Found at this Location</div><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 700 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/23/2020 at 1030<br><b>Case #:</b> 20-3124<br><b>Incident #:</b> 2007230072<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 700 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/28/2020 at 0224<br><b>Case #:</b> 20-3212<br><b>Incident #:</b> 2007280008<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 700 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/27/2020 at 0015<br><b>Case #:</b> 20-3223<br><b>Incident #:</b> 2007280085<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 700 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 8/2/2020 at 0730<br><b>Case #:</b> 20-3305<br><b>Incident #:</b> 2008030039<br><br>","38.5620937","-121.7588916","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","700 Block of ALVARADO AV","/images/icons/red/blank.png","shadow.png","8/3/2020 12:00:00 AM","","","","","487(A) PC","20-3124","Felony","2007230072"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 800 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/23/2020 at 0110<br><b>Case #:</b> 20-3222<br><b>Incident #:</b> 2007280084<br><br>","38.5621048","-121.7598718","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","800 Block of ALVARADO AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/28/2020 12:00:00 AM","","","","","487(A) PC","20-3222","Felony","2007280084"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 900 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/28/2020 at 2200<br><b>Case #:</b> 20-3253<br><b>Incident #:</b> 2007300095<br><br>","38.5618791","-121.7611106","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","900 Block of ALVARADO AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/30/2020 12:00:00 AM","","","","","487(A) PC","20-3253","Felony","2007300095"
"<div class='MapInfoTitle'>3 Crimes Found at this Location</div><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1200 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/12/2020 at 1900<br><b>Case #:</b> 20-2947<br><b>Incident #:</b> 2007130053<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1200 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/29/2020 at 1700<br><b>Case #:</b> 20-3284<br><b>Incident #:</b> 2008010060<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1200 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 8/2/2020 at 2215<br><b>Case #:</b> 20-3309<br><b>Incident #:</b> 2008030051<br><br>","38.5617516","-121.763773","Petty Theft $950-  Misd","LARCENY","Theft","1200 Block of ALVARADO AV","/images/icons/red/blank.png","shadow.png","8/3/2020 12:00:00 AM","","","","","487(A) PC","20-2947","Felony","2007130053"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of ANDERSON RD<br><b>City:</b> Davis<br><b>Occurred:</b> 7/19/2020 at 0000<br><b>Case #:</b> 20-3071<br><b>Incident #:</b> 2007200039<br><br>","38.5478907","-121.7583281","Burglary (Residential)","BURGLARY","Burglary","600 Block of ANDERSON RD","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","7/20/2020 12:00:00 AM","","","","","459 PC","20-3071","Felony","2007200039"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1800 Block of ANDERSON RD<br><b>City:</b> Davis<br><b>Occurred:</b> 8/5/2020 at 1905<br><b>Case #:</b> 20-3353<br><b>Incident #:</b> 2008060042<br><br>","38.5590687","-121.7585723","Petty Theft $950-  Misd","LARCENY","Theft","1800 Block of ANDERSON RD","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/6/2020 12:00:00 AM","","","","","488 PC","20-3353","Misdemeanor","2008060042"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2000 Block of ANDERSON RD<br><b>City:</b> Davis<br><b>Occurred:</b> 7/16/2020 at 2330<br><b>Case #:</b> 20-3034<br><b>Incident #:</b> 2007170042<br><br><br><br><hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2000 Block of ANDERSON RD<br><b>City:</b> Davis<br><b>Occurred:</b> 7/30/2020 at 0839<br><b>Case #:</b> 20-3248<br><b>Incident #:</b> 2007300040<br><br>","38.5608734","-121.7584701","Burglary (Commercial) ","BURGLARY","Burglary","2000 Block of ANDERSON RD","/images/icons/red/blank.png","shadow.png","7/30/2020 12:00:00 AM","","","","","459 PC","20-3034","Felony","2007170042"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2200 Block of ANDERSON RD<br><b>City:</b> Davis<br><b>Occurred:</b> 7/24/2020 at 1700<br><b>Case #:</b> 20-3204<br><b>Incident #:</b> 2007270092<br><br>","38.5624376","-121.7584792","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","2200 Block of ANDERSON RD","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/27/2020 12:00:00 AM","","","","","487(A) PC","20-3204","Felony","2007270092"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2000 Block of ARENA DR<br><b>City:</b> Davis<br><b>Occurred:</b> 7/24/2020 at 0100<br><b>Case #:</b> 20-3149<br><b>Incident #:</b> 2007240078<br><br>","38.5637833","-121.70397","Burglary (Vehicle)","LARCENY","Theft","2000 Block of ARENA DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/24/2020 12:00:00 AM","","","","","459 PC","20-3149","Felony","2007240078"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 4100 Block of ARROYO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/8/2020 at 1023<br><b>Case #:</b> 20-2892<br><b>Incident #:</b> 2007080070<br><br>","38.5553223","-121.7013734","Petty Theft $950-  Misd","LARCENY","Theft","4100 Block of ARROYO AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/8/2020 12:00:00 AM","","","","","488 PC","20-2892","Misdemeanor","2007080070"
"<div class='MapInfoTitle'>3 Crimes Found at this Location</div><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 500 Block of ARTHUR ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/17/2020 at 1300<br><b>Case #:</b> 20-3075<br><b>Incident #:</b> 2007200077<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 500 Block of ARTHUR ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/1/2020 at 2133<br><b>Case #:</b> 20-3291<br><b>Incident #:</b> 2008010106<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 500 Block of ARTHUR ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/3/2020 at 1830<br><b>Case #:</b> 20-3323<br><b>Incident #:</b> 2008040044<br><br>","38.5465039","-121.7705831","Petty Theft $950-  Misd","LARCENY","Theft","500 Block of ARTHUR ST","/images/icons/red/blank.png","shadow.png","8/4/2020 12:00:00 AM","","","","","487(A) PC","20-3075","Felony","2007200077"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of ARTHUR ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/11/2020 at 2359<br><b>Case #:</b> 20-2943<br><b>Incident #:</b> 2007130048<br><br>","38.5485649","-121.7704121","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","600 Block of ARTHUR ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/13/2020 12:00:00 AM","","","","","487(A) PC","20-2943","Felony","2007130048"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4300 Block of ASHLAND TR<br><b>City:</b> Davis<br><b>Occurred:</b> 7/19/2020 at 2200<br><b>Case #:</b> 20-3102<br><b>Incident #:</b> 2007210122<br><br>","38.5490733","-121.6994357","Burglary (Vehicle)","LARCENY","Theft","4300 Block of ASHLAND TR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/21/2020 12:00:00 AM","","","","","459 PC","20-3102","Felony","2007210122"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 400 Block of B ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/23/2020 at 0825<br><b>Case #:</b> 20-3122<br><b>Incident #:</b> 2007230069<br><br>","38.545267","-121.7450705","Petty Theft $950-  Misd","LARCENY","Theft","400 Block of B ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/23/2020 12:00:00 AM","","","","","488 PC","20-3122","Misdemeanor","2007230069"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 300 Block of BECERRA WY<br><b>City:</b> Davis<br><b>Occurred:</b> 7/11/2020 at 1300<br><b>Case #:</b> 20-2938<br><b>Incident #:</b> 2007130042<br><br>","38.5478805","-121.7045076","Petty Theft $950-  Misd","LARCENY","Theft","300 Block of BECERRA WY","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/13/2020 12:00:00 AM","","","","","488 PC","20-2938","Misdemeanor","2007130042"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2300 Block of BENTON PL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/31/2020 at 0000<br><b>Case #:</b> 20-3519<br><b>Incident #:</b> 2008150009<br><br>","38.56353","-121.7242553","Burglary (Residential)","BURGLARY","Burglary","2300 Block of BENTON PL","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","8/15/2020 12:00:00 AM","","","","","459 PC","20-3519","Felony","2008150009"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2800 Block of BIDWELL ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/16/2020 at 2105<br><b>Case #:</b> 20-3060<br><b>Incident #:</b> 2007200028<br><br>","38.5677249","-121.728051","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","2800 Block of BIDWELL ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/20/2020 12:00:00 AM","","","","","487(A) PC","20-3060","Felony","2007200028"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2500 Block of BOMBADIL LN<br><b>City:</b> Davis<br><b>Occurred:</b> 7/25/2020 at 0520<br><b>Case #:</b> 20-3192<br><b>Incident #:</b> 2007270034<br><br>","38.5522312","-121.7819919","Petty Theft $950-  Misd","LARCENY","Theft","2500 Block of BOMBADIL LN","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/27/2020 12:00:00 AM","","","","","488 PC","20-3192","Misdemeanor","2007270034"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2700 Block of BRENTWOOD PL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/9/2020 at 2300<br><b>Case #:</b> 20-3732<br><b>Incident #:</b> 2008280028<br><br>","38.5438895","-121.7193292","Petty Theft $950-  Misd","LARCENY","Theft","2700 Block of BRENTWOOD PL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/28/2020 12:00:00 AM","","","","","488 PC","20-3732","Misdemeanor","2008280028"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 400 Block of C ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/15/2020 at 1550<br><b>Case #:</b> 20-3111<br><b>Incident #:</b> 2007220082<br><br><br><br><hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 400 Block of C ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/27/2020 at 1250<br><b>Case #:</b> 20-3208<br><b>Incident #:</b> 2007270112<br><br>","38.5454557","-121.7439946","Burglary (Commercial) ","BURGLARY","Burglary","400 Block of C ST","/images/icons/red/blank.png","shadow.png","7/27/2020 12:00:00 AM","","","","","459 PC","20-3111","Felony","2007220082"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1300 Block of CACERES CT<br><b>City:</b> Davis<br><b>Occurred:</b> 7/30/2020 at 0000<br><b>Case #:</b> 20-3268<br><b>Incident #:</b> 2007310032<br><br>","38.5581921","-121.7008378","Petty Theft $950-  Misd","LARCENY","Theft","1300 Block of CACERES CT","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/31/2020 12:00:00 AM","","","","","488 PC","20-3268","Misdemeanor","2007310032"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 300 Block of CAMBRIDGE TR<br><b>City:</b> Davis<br><b>Occurred:</b> 7/19/2020 at 2100<br><b>Case #:</b> 20-3077<br><b>Incident #:</b> 2007200115<br><br><br><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 300 Block of CAMBRIDGE TR<br><b>City:</b> Davis<br><b>Occurred:</b> 7/24/2020 at 0300<br><b>Case #:</b> 20-3148<br><b>Incident #:</b> 2007240048<br><br>","38.5492263","-121.6984099","Burglary (Vehicle)","LARCENY","Theft","300 Block of CAMBRIDGE TR","/images/icons/red/blank.png","shadow.png","7/24/2020 12:00:00 AM","","","","","488 PC","20-3077","Misdemeanor","2007200115"
"<hr><b><big>Vehicle Theft</big></b><hr><b>Crime:</b> 10851(A) VC<br><b>Crime Type:</b> Stolen Vehicle<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1200 Block of CAMPANILLA CT<br><b>City:</b> Davis<br><b>Occurred:</b> 7/30/2020 at 0000<br><b>Case #:</b> 20-3271<br><b>Incident #:</b> 2007310046<br><br>","38.5554922","-121.7005678","Vehicle Theft","STOLVEH","Stolen Vehicle","1200 Block of CAMPANILLA CT","https://dpd.crimegraphics.com/2013//icons/icon8.png","shadow.png","7/31/2020 12:00:00 AM","","","","","10851(A) VC","20-3271","Felony","2007310046"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1300 Block of CAMPHOR LN<br><b>City:</b> Davis<br><b>Occurred:</b> 7/22/2020 at 2300<br><b>Case #:</b> 20-3128<br><b>Incident #:</b> 2007230101<br><br>","38.557232","-121.7150262","Burglary (Vehicle)","LARCENY","Theft","1300 Block of CAMPHOR LN","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/23/2020 12:00:00 AM","","","","","459 PC","20-3128","Felony","2007230101"
"<hr><b><big>Vehicle Theft</big></b><hr><b>Crime:</b> 10851(A) VC<br><b>Crime Type:</b> Stolen Vehicle<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2800 Block of CAMRILLO DR<br><b>City:</b> Sacramento<br><b>Occurred:</b> 7/9/2020 at 1347<br><b>Case #:</b> 20-2903<br><b>Incident #:</b> 2007090070<br><br>","38.6186812","-121.4834889","Vehicle Theft","STOLVEH","Stolen Vehicle","2800 Block of CAMRILLO DR","https://dpd.crimegraphics.com/2013//icons/icon8.png","shadow.png","7/9/2020 12:00:00 AM","","","","","10851(A) VC","20-2903","Felony","2007090070"
