"Description","Latitude","Longitude","Title","Group","TabTitle","Location","Icon","Shadow","DateOpened","TimeOpened","DateClosed","TimeClosed","Status","Crime","CaseNumber","CrimeClassification","IncidentNumber"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 600 Block of CANTRILL DR<br><b>City:</b> Davis<br><b>Occurred:</b> 7/31/2020 at 1049<br><b>Case #:</b> 20-3288<br><b>Incident #:</b> 2008010067<br><br>","38.5484475","-121.7195205","Petty Theft $950-  Misd","LARCENY","Theft","600 Block of CANTRILL DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/1/2020 12:00:00 AM","","","","","488 PC","20-3288","Misdemeanor","2008010067"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of CANTRILL DR<br><b>City:</b> Davis<br><b>Occurred:</b> 8/7/2020 at 1130<br><b>Case #:</b> 20-3735<br><b>Incident #:</b> 2008280057<br><br>","38.5508689","-121.7192862","Burglary (Residential)","BURGLARY","Burglary","600 Block of CANTRILL DR","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","8/28/2020 12:00:00 AM","","","","","459 PC","20-3735","Felony","2008280057"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4200 Block of CHILES RD<br><b>City:</b> Davis<br><b>Occurred:</b> 7/12/2020 at 0700<br><b>Case #:</b> 20-2925<br><b>Incident #:</b> 2007120026<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4200 Block of CHILES RD<br><b>City:</b> Davis<br><b>Occurred:</b> 8/6/2020 at 1800<br><b>Case #:</b> 20-3443<br><b>Incident #:</b> 2008110066<br><br>","38.5511062","-121.7009313","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","4200 Block of CHILES RD","/images/icons/red/blank.png","shadow.png","8/11/2020 12:00:00 AM","","","","","459 PC","20-2925","Felony","2007120026"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4400 Block of CHILES RD<br><b>City:</b> Davis<br><b>Occurred:</b> 8/5/2020 at 0834<br><b>Case #:</b> 20-3342<br><b>Incident #:</b> 2008050044<br><br><br><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4400 Block of CHILES RD<br><b>City:</b> Davis<br><b>Occurred:</b> 8/4/2020 at 1100<br><b>Case #:</b> 20-3349<br><b>Incident #:</b> 2008050103<br><br>","38.5509568","-121.6976385","Burglary (Vehicle)","LARCENY","Theft","4400 Block of CHILES RD","/images/icons/red/blank.png","shadow.png","8/5/2020 12:00:00 AM","","","","","487(A) PC","20-3342","Felony","2008050044"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2400 Block of CLEMSON DR<br><b>City:</b> Davis<br><b>Occurred:</b> 8/3/2020 at 2300<br><b>Case #:</b> 20-3329<br><b>Incident #:</b> 2008040111<br><br>","38.5604326","-121.7229729","Petty Theft $950-  Misd","LARCENY","Theft","2400 Block of CLEMSON DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/4/2020 12:00:00 AM","","","","","488 PC","20-3329","Misdemeanor","2008040111"
"<div class='MapInfoTitle'>4 Crimes Found at this Location</div><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2800 Block of CONCORD AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/25/2020 at 2330<br><b>Case #:</b> 20-3198<br><b>Incident #:</b> 2007270051<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2800 Block of CONCORD AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/24/2020 at 0000<br><b>Case #:</b> 20-3843<br><b>Incident #:</b> 2007270051<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2800 Block of CONCORD AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/14/2020 at 0000<br><b>Case #:</b> 20-3844<br><b>Incident #:</b> 2007270051<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2800 Block of CONCORD AV<br><b>City:</b> Davis<br><b>Occurred:</b> 7/23/2020 at 0000<br><b>Case #:</b> 20-3845<br><b>Incident #:</b> 2007270051<br><br>","38.5419745","-121.7187743","Petty Theft $950-  Misd","LARCENY","Theft","2800 Block of CONCORD AV","/images/icons/red/blank.png","shadow.png","7/24/2020 12:00:00 AM","","","","","488 PC","20-3198","Misdemeanor","2007270051"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1700 Block of CORK PL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/18/2020 at 2300<br><b>Case #:</b> 20-3074<br><b>Incident #:</b> 2007200076<br><br>","38.5618207","-121.7180016","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","1700 Block of CORK PL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/20/2020 12:00:00 AM","","","","","487(A) PC","20-3074","Felony","2007200076"
"<hr><b><big>Attempt Burglary (Vehicle)</big></b><hr><b>Crime:</b> 664/459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2500 Block of CORONA DR<br><b>City:</b> Davis<br><b>Occurred:</b> 7/20/2020 at 2218<br><b>Case #:</b> 20-3089<br><b>Incident #:</b> 2007210025<br><br>","38.5647878","-121.7581475","Attempt Burglary (Vehicle)","LARCENY","Theft","2500 Block of CORONA DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/21/2020 12:00:00 AM","","","","","664/459 PC","20-3089","Felony","2007210025"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1800 Block of COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/29/2020 at 1700<br><b>Case #:</b> 20-3264<br><b>Incident #:</b> 2007310018<br><br>","38.540109","-121.731199","Burglary (Vehicle)","LARCENY","Theft","1800 Block of COWELL BL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/31/2020 12:00:00 AM","","","","","459 PC","20-3264","Felony","2007310018"
"<div class='MapInfoTitle'>5 Crimes Found at this Location</div><br><hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2100 Block of COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/8/2020 at 1701<br><b>Case #:</b> 20-2959<br><b>Incident #:</b> 2007130084<br><br><br><br><hr><b><big>Attempted Robbery</big></b><hr><b>Crime:</b> 664/211 PC<br><b>Crime Type:</b> Robbery<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2100 Block of COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/14/2020 at 2330<br><b>Case #:</b> 20-2990<br><b>Incident #:</b> 2007150001<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2100 Block of COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 8/2/2020 at 0105<br><b>Case #:</b> 20-3294<br><b>Incident #:</b> 2008020004<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2100 Block of COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 8/2/2020 at 0105<br><b>Case #:</b> 20-3295<br><b>Incident #:</b> 2008020004<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2100 Block of COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 8/4/2020 at 1925<br><b>Case #:</b> 20-3339<br><b>Incident #:</b> 2008050048<br><br>","38.5400352","-121.7247197","Petty Theft $950-  Misd","LARCENY","Theft","2100 Block of COWELL BL","/images/icons/red/blank.png","shadow.png","8/5/2020 12:00:00 AM","","","","","459 PC","20-2959","Felony","2007130084"
"<hr><b><big>Battery on Cohab</big></b><hr><b>Crime:</b> 243(E)(1) PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 3000 Block of COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/29/2020 at 1135<br><b>Case #:</b> 20-3235<br><b>Incident #:</b> 2007290056<br><br>","38.5478073","-121.7142035","Battery On Cohab","ASSAULT","Assault","3000 Block of COWELL BL","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","7/29/2020 12:00:00 AM","","","","","243(E)(1) PC","20-3235","Misdemeanor","2007290056"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4000 Block of COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/23/2020 at 2340<br><b>Case #:</b> 20-3146<br><b>Incident #:</b> 2007240075<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4000 Block of COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 8/5/2020 at 1600<br><b>Case #:</b> 20-3371<br><b>Incident #:</b> 2008070057<br><br>","38.547893","-121.702791","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","4000 Block of COWELL BL","/images/icons/red/blank.png","shadow.png","8/7/2020 12:00:00 AM","","","","","459 PC","20-3146","Felony","2007240075"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4700 Block of COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/15/2020 at 2150<br><b>Case #:</b> 20-3085<br><b>Incident #:</b> 2007200127<br><br>","38.5487997","-121.6943401","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","4700 Block of COWELL BL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/20/2020 12:00:00 AM","","","","","487(A) PC","20-3085","Felony","2007200127"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 5300 Block of COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/13/2020 at 0530<br><b>Case #:</b> 20-3083<br><b>Incident #:</b> 2007200121<br><br>","38.549359","-121.6835301","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","5300 Block of COWELL BL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/20/2020 12:00:00 AM","","","","","487(A) PC","20-3083","Felony","2007200121"
"<div class='MapInfoTitle'>4 Crimes Found at this Location</div><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 900 Block of CRANBROOK CT<br><b>City:</b> Davis<br><b>Occurred:</b> 7/16/2020 at 2000<br><b>Case #:</b> 20-3043<br><b>Incident #:</b> 2007170111<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 900 Block of CRANBROOK CT<br><b>City:</b> Davis<br><b>Occurred:</b> 7/18/2020 at 0800<br><b>Case #:</b> 20-3059<br><b>Incident #:</b> 2007200027<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 900 Block of CRANBROOK CT<br><b>City:</b> Davis<br><b>Occurred:</b> 7/18/2020 at 0300<br><b>Case #:</b> 20-3063<br><b>Incident #:</b> 2007200031<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 900 Block of CRANBROOK CT<br><b>City:</b> Davis<br><b>Occurred:</b> 8/7/2020 at 2100<br><b>Case #:</b> 20-3398<br><b>Incident #:</b> 2008090059<br><br>","38.5593844","-121.741072","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","900 Block of CRANBROOK CT","/images/icons/red/blank.png","shadow.png","8/9/2020 12:00:00 AM","","","","","487(A) PC","20-3043","Felony","2007170111"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1400 Block of CYPRESS LN<br><b>City:</b> Davis<br><b>Occurred:</b> 7/19/2020 at 0800<br><b>Case #:</b> 20-3069<br><b>Incident #:</b> 2007200037<br><br>","38.5588926","-121.7312792","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","1400 Block of CYPRESS LN","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/20/2020 12:00:00 AM","","","","","487(A) PC","20-3069","Felony","2007200037"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 200 Block of D ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/29/2020 at 0129<br><b>Case #:</b> 20-3230<br><b>Incident #:</b> 2007290033<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 200 Block of D ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/31/2020 at 1600<br><b>Case #:</b> 20-3310<br><b>Incident #:</b> 2008030053<br><br>","38.5430688","-121.742164","Petty Theft $950-  Misd","LARCENY","Theft","200 Block of D ST","/images/icons/red/blank.png","shadow.png","8/3/2020 12:00:00 AM","","","","","459 PC","20-3230","Felony","2007290033"
"<hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 400 Block of D ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/13/2020 at 1540<br><b>Case #:</b> 20-3130<br><b>Incident #:</b> 2007230104<br><br>","38.5456394","-121.7428824","Burglary (Commercial) ","BURGLARY","Burglary","400 Block of D ST","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","7/23/2020 12:00:00 AM","","","","","459 PC","20-3130","Felony","2007230104"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2800 Block of DANUBE AV<br><b>City:</b> Davis<br><b>Occurred:</b> 8/5/2020 at 1200<br><b>Case #:</b> 20-3376<br><b>Incident #:</b> 2008070110<br><br>","38.5502138","-121.7848645","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","2800 Block of DANUBE AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/7/2020 12:00:00 AM","","","","","487(A) PC","20-3376","Felony","2008070110"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 400 Block of DEL ORO AVE<br><b>City:</b> Davis<br><b>Occurred:</b> 7/10/2020 at 0900<br><b>Case #:</b> 20-2937<br><b>Incident #:</b> 2007130041<br><br>","38.5654684","-121.7515272","Burglary (Residential)","BURGLARY","Burglary","400 Block of DEL ORO AVE","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","7/13/2020 12:00:00 AM","","","","","459 PC","20-2937","Felony","2007130041"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 200 Block of DIABLO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 8/2/2020 at 1000<br><b>Case #:</b> 20-3364<br><b>Incident #:</b> 2008060090<br><br>","38.5647683","-121.7463274","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","200 Block of DIABLO AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/6/2020 12:00:00 AM","","","","","487(A) PC","20-3364","Felony","2008060090"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 900 Block of DRAKE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 8/7/2020 at 2230<br><b>Case #:</b> 20-3475<br><b>Incident #:</b> 2008120144<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 900 Block of DRAKE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 8/4/2020 at 1430<br><b>Case #:</b> 20-3787<br><b>Incident #:</b> 2008310077<br><br>","38.5592814","-121.7605702","Petty Theft $950-  Misd","LARCENY","Theft","900 Block of DRAKE DR","/images/icons/red/blank.png","shadow.png","8/31/2020 12:00:00 AM","","","","","488 PC","20-3475","Misdemeanor","2008120144"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1300 Block of DRAKE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 7/13/2020 at 2100<br><b>Case #:</b> 20-3046<br><b>Incident #:</b> 2007170123<br><br>","38.5600644","-121.7640649","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","1300 Block of DRAKE DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/17/2020 12:00:00 AM","","","","","487(A) PC","20-3046","Felony","2007170123"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1400 Block of DRAKE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 7/26/2020 at 0601<br><b>Case #:</b> 20-3170<br><b>Incident #:</b> 2007260062<br><br>","38.5602615","-121.7656523","Petty Theft $950-  Misd","LARCENY","Theft","1400 Block of DRAKE DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/26/2020 12:00:00 AM","","","","","488 PC","20-3170","Misdemeanor","2007260062"
"<div class='MapInfoTitle'>3 Crimes Found at this Location</div><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1600 Block of DREW CI<br><b>City:</b> Davis<br><b>Occurred:</b> 7/14/2020 at 2030<br><b>Case #:</b> 20-3021<br><b>Incident #:</b> 2007160107<br><br><br><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1600 Block of DREW CI<br><b>City:</b> Davis<br><b>Occurred:</b> 7/25/2020 at 1455<br><b>Case #:</b> 20-3183<br><b>Incident #:</b> 2007270025<br><br><br><br><hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1600 Block of DREW CI<br><b>City:</b> Davis<br><b>Occurred:</b> 7/8/2020 at 0000<br><b>Case #:</b> 20-3380<br><b>Incident #:</b> 2008080033<br><br>","38.5381959","-121.7268726","Burglary (Residential)","BURGLARY","Burglary","1600 Block of DREW CI","/images/icons/red/blank.png","shadow.png","8/8/2020 12:00:00 AM","","","","","459 PC","20-3021","Felony","2007160107"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 200 Block of E 14TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/31/2020 at 1340<br><b>Case #:</b> 20-3273<br><b>Incident #:</b> 2007310065<br><br>","38.5560889","-121.7475116","Petty Theft $950-  Misd","LARCENY","Theft","200 Block of E 14TH ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/31/2020 12:00:00 AM","","","","","488 PC","20-3273","Misdemeanor","2007310065"
"<hr><b><big>Sex Bat:medicly Inst Prsn</big></b><hr><b>Crime:</b> 243.4(B) PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1800 Block of E 8TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/3/2020 at 0152<br><b>Case #:</b> 20-3319<br><b>Incident #:</b> 2008030107<br><br>","38.5526531","-121.729926","Sex Bat:Medicly Inst Prsn","ASSAULT","Assault","1800 Block of E 8TH ST","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","8/3/2020 12:00:00 AM","","","","","243.4(B) PC","20-3319","Felony","2008030107"
